zpid,llm_condition,llm_tier,llm_has_view,llm_has_ocean_view,llm_has_bay_view,llm_has_city_view,llm_has_golf_view,llm_floor_level,llm_is_penthouse,llm_is_corner,llm_has_concierge,llm_has_elevator,llm_has_boat_dock,llm_has_guest_house,llm_amenities_count,llm_is_fixer,llm_distress_count,llm_renovation_age,llm_ok
1007295,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009363,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014092,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004471,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008826,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014116,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013842,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015455,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004443,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009165,4,2,1,1,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1003910,4,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1000837,4,1,1,0,0,1,0,,0,1,1,1,1,1,6,0,0,,1
1012908,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003481,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017232,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010886,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015320,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1008503,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006114,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010009,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012669,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012296,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1000048,4,2,1,1,0,0,0,12.0,0,0,0,1,0,0,2,0,0,,1
1003665,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011762,4,2,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1003864,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1013172,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1006885,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001388,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001991,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017549,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001961,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015507,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006309,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004308,4,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,,1
1015073,4,2,1,1,1,0,0,12.0,0,1,1,1,0,0,3,0,0,,1
1010729,4,2,1,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,,1
1012308,4,2,1,1,1,0,1,,0,0,1,1,1,1,6,0,0,,1
1012166,4,2,1,1,1,0,0,,0,1,1,1,1,1,6,0,0,,1
1003631,4,2,1,1,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1004020,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002610,4,2,1,0,1,0,0,,0,0,1,1,0,1,4,0,0,,1
1004381,4,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1009736,4,2,1,0,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1002839,4,2,1,1,1,1,0,,0,0,0,0,0,0,8,0,0,,1
1002701,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005949,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001052,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1004614,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003189,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1001621,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015602,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004807,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005871,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011850,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012554,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1002810,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011833,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000178,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000119,4,1,1,1,0,0,0,,0,0,0,0,0,0,1,0,1,,1
1014042,4,2,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,,1
1005464,4,1,1,0,0,0,1,,0,0,0,0,0,0,1,0,0,,1
1005662,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,1
1007954,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003722,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011418,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006298,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003868,4,1,1,0,0,0,0,2.0,0,0,0,1,0,0,2,0,0,,1
1003338,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1001362,4,2,1,1,1,0,1,,0,0,1,1,1,1,6,0,0,,1
1010878,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010781,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006998,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016473,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014106,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014702,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1002395,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008292,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008276,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,1,,1
1009565,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014263,4,2,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1011760,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004747,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1002584,4,1,1,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,,1
1008365,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014123,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000493,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015617,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005560,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1003326,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004141,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016856,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016378,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004455,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003802,4,1,1,0,0,0,1,,0,0,0,0,0,0,1,0,0,,1
1007422,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,1,1,,1
1006863,4,2,1,1,1,0,0,1.0,0,0,0,0,0,0,2,0,0,,1
1014643,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013768,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007776,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013288,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1015553,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010472,4,2,1,0,1,1,0,,0,1,0,0,0,0,3,0,0,,1
1012123,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005564,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1011914,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000185,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007145,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1004305,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016831,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005824,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014512,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1003004,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016907,4,0,1,1,0,0,0,12.0,0,0,0,0,0,0,0,0,0,,1
1011642,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017068,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014914,4,2,1,0,1,0,0,15.0,0,0,0,1,0,0,2,0,0,,1
1003596,4,2,1,1,1,0,1,,0,0,1,1,0,0,3,0,0,,1
1005666,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1006492,4,1,1,1,0,0,0,2.0,0,0,0,0,0,0,0,1,1,,1
1013898,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002358,4,2,1,1,1,1,0,,0,1,0,0,0,0,0,0,0,,1
1011863,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002326,4,1,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1015705,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014404,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1010590,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005026,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013506,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010381,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015854,4,0,1,0,1,0,0,15.0,0,0,0,0,0,0,0,1,1,,1
1014958,4,2,1,0,0,1,0,3.0,0,0,1,1,1,1,6,0,0,,1
1003443,4,2,1,1,0,0,0,2.0,0,0,0,1,0,0,2,0,0,,1
1015046,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008207,4,2,1,0,1,0,0,3.0,1,0,0,1,0,0,2,0,0,,1
1007567,4,1,1,1,1,1,0,2.0,0,0,1,1,1,1,6,0,0,,1
1007193,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016652,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010246,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016816,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012048,4,2,1,1,1,0,0,,0,0,0,1,0,0,6,0,0,,1
1012995,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1008389,4,2,1,0,0,0,0,,0,0,0,0,0,0,2,0,0,,1
1001797,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1015129,4,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1001309,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1014704,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004214,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012177,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012573,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005914,4,2,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,,1
1011348,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006898,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010851,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012181,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003624,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000480,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006017,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014589,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001495,4,0,1,0,0,0,0,10.0,0,0,0,0,0,0,1,0,0,,1
1002376,4,2,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,,1
1005156,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013272,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1013590,4,2,1,0,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1009303,4,2,1,0,0,0,0,10.0,0,0,1,1,1,1,6,0,0,,1
1006647,4,2,1,1,1,1,0,2.0,0,0,0,1,1,1,4,0,0,,1
1011701,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,0,0,,1
1005115,4,0,1,0,0,0,0,9.0,0,0,0,0,0,0,0,1,1,,1
1014032,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004359,4,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1007352,4,0,1,0,0,0,1,,0,0,0,0,0,0,0,1,1,,1
1005991,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008221,4,2,1,1,0,0,0,12.0,0,0,0,1,0,0,2,0,0,,1
1000137,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017376,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1009451,3,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1016540,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006494,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010870,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002998,4,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,,1
1002533,4,2,1,1,0,0,0,3.0,0,1,1,1,1,1,6,0,0,,1
1015330,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015290,4,0,1,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,,1
1000108,4,1,1,1,1,1,1,10.0,0,1,1,1,1,1,6,0,0,,1
1016877,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017264,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016429,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014200,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000376,4,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,1,,1
1012140,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012739,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013652,4,2,1,1,1,1,0,,0,0,1,1,1,1,6,0,0,,1
1000974,4,2,1,1,0,0,0,4.0,0,0,1,1,0,0,3,0,0,,1
1013403,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008426,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015621,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005934,4,2,1,0,0,0,0,,0,0,0,1,0,0,3,0,0,,1
1008751,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012742,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1007114,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001498,4,2,1,1,1,1,0,35.0,1,1,1,1,1,1,9,0,0,,1
1000953,4,2,1,1,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1014291,4,1,1,0,0,0,1,,0,0,0,1,0,0,2,1,1,,1
1012540,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1006788,4,2,1,0,0,0,0,3.0,0,0,0,0,0,0,0,1,1,,1
1013381,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002765,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010322,4,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1000581,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008099,3,0,1,0,0,0,0,,0,0,0,1,0,0,1,0,0,,1
1016547,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1002175,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004999,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007332,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015246,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005260,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1013499,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1000422,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001649,4,2,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1014478,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004052,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011873,4,2,1,1,1,0,0,3.0,0,0,1,1,1,1,6,0,0,,1
1012406,4,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,,1
1009738,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1017334,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013625,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016073,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000042,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012147,4,2,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,,1
1010617,4,1,1,1,0,0,0,3.0,0,0,0,1,0,0,2,0,0,,1
1002782,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013195,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003727,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005209,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004452,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1015064,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1016545,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005361,4,2,1,0,0,0,0,,0,1,1,1,1,0,4,0,0,,1
1001011,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000612,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012563,4,2,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,,1
1008618,4,0,1,1,0,0,0,30.0,0,0,0,1,0,0,3,0,0,,1
1014584,4,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1003155,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1007199,4,2,1,0,1,0,0,,1,0,0,1,1,0,3,0,0,,1
1002185,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1006943,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014516,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1015495,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002274,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1013213,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011962,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001583,4,2,1,1,1,0,1,,0,0,0,0,0,0,0,0,0,,1
1010478,4,2,1,1,1,0,0,2.0,0,0,0,1,0,1,3,0,0,,1
1017459,4,2,1,1,1,0,0,,0,1,0,0,0,0,0,0,0,,1
1010812,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016860,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1005757,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009438,4,2,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,,1
1009847,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013920,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008611,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012699,4,1,1,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,,1
1010157,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1017217,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001802,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1002918,4,2,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,,1
1013483,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1009373,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1010674,4,2,1,1,1,0,0,,0,0,0,1,0,0,2,0,0,,1
1004938,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008435,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016791,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,1
1002618,4,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1006325,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013095,4,2,1,1,0,0,0,10.0,0,0,0,1,0,0,2,0,0,,1
1014886,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007315,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1004986,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014991,4,2,1,1,1,0,0,,0,1,1,1,1,1,6,0,0,,1
1000354,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010869,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016003,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010701,4,1,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,,1
1016992,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001189,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1008191,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1014779,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004681,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1001227,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013551,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1013299,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,0,0,,1
1003058,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003345,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1006827,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011620,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1003696,4,2,1,1,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1010599,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1003909,4,1,1,1,0,0,0,,0,0,0,0,0,0,1,0,0,,1
1009408,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000298,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,0,0,,1
1007705,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1016582,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004987,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012473,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007245,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1008852,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1012115,4,0,1,0,0,0,1,,0,0,0,0,0,0,0,1,1,,1
1010244,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010934,4,2,1,0,0,0,1,,0,0,1,1,1,1,6,0,0,,1
1005499,4,1,1,1,0,0,0,,0,0,1,1,0,0,3,0,0,,1
1013865,0,1,1,0,0,0,0,3.0,0,0,0,0,0,0,1,0,0,,1
1010876,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1007843,4,2,1,1,1,0,0,,0,0,1,1,1,1,14,0,0,,1
1013978,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1010398,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010790,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005979,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000545,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1015773,4,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1003264,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1005902,4,2,1,1,0,0,0,,0,0,1,1,1,1,6,0,0,,1
1000564,4,2,1,1,1,0,0,,0,0,1,1,1,0,5,0,0,,1
1004697,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1017223,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1010110,4,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1014201,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1002571,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1000438,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1012520,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011006,4,0,1,0,0,0,0,,0,0,0,0,0,0,6,0,0,,1
1001172,4,2,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,,1
1000500,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1011326,4,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,1,,1
1007240,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1
1016370,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1004879,4,1,1,1,1,1,0,2.0,0,0,0,0,0,0,0,0,0,,1
1014500,4,2,1,1,1,1,1,10.0,0,1,0,1,1,0,3,0,0,,1
1014112,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1016520,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0
1001568,4,2,1,1,1,0,0,,0,0,1,1,1,1,6,0,0,,1
1011940,4,2,1,0,0,0,1,,0,0,0,1,0,1,3,0,0,,1
1001247,4,2,1,1,1,1,0,,0,1,0,0,0,0,0,0,0,,1
